"","ID","paper_ID","tabfig","model_type","year","response","resp_type_generalized","explanatory","value","value_type","value_best_type","p_val","delta_i","w_i","likelihood","value_R2_type","value_R2","exp_num_var","exp_isNA","exp_isTIME","exp_isSCALE","exp_isOTHER","exp_SOYPRED","exp_FUNGUS","exp_plantnutrition","exp_leaf_percK","exp_leaf_perc_N","exp_precipitation","exp_growingdegreedays","exp_functdiversity","exp_aspect","exp_intercept","exp_isSBA","exp_captured_SBA","exp_SBA_abundance","exp_isPRED","exp_isPREDTYPE","exp_pred_migration","exp_pred_withheld","exp_pred_richness","exp_pred_abundance","exp_predtype_lacewings","exp_predtype_spiders","exp_coccinellidae","exp_parasitoids","exp_isFIELD","exp_fieldID","exp_fieldperimeter","exp_fieldarea","exp_fieldwidth","exp_fieldtillage_notill","exp_isBORDERTYPE","exp_border","exp_landscape_complexity","exp_border_buckthorn","exp_isBORDERTYPE_crops","exp_bordertype_alfalfa","exp_bordertype_corn","exp_bordertype_canola","exp_bordertype_cereals","exp_bordertype_soybean","exp_bordertype_richness","exp_bordertype_generalizedcrops","exp_isBORDERTYPE_grass","exp_bordertype_grass","exp_bordertype_prairie","exp_bordertype_pasture","exp_isBORDERTYPE_forest","exp_bordertype_forestdistance","exp_bordertype_forestproportion","exp_bordertype_forestdiversity","value_isBEST","value_best_num_var","signif"
"318","318","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Herbivore abundance  + field width  + proportion forest2000m ","240","AIC","deltai","NA","1.80","0.06","NA","NA","NA",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"319","319","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Tillage  + herbivore abundance + field width + forest diversity  + proportion forest2000m ","240.1","AIC","deltai","NA","1.90","0.06","NA","NA","NA",5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0
"320","320","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation + tillage + herbivore abundance + field width  + proportion forest2000m ","240.1","AIC","deltai","NA","1.90","0.06","NA","NA","NA",5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"321","321","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation  + herbivore abundance  + field width + proportion forest2000m ","240.1","AIC","deltai","NA","1.90","0.06","NA","NA","NA",4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"322","322","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation  + herbivore abundance  + field width  + forest diversity ","240.2","AIC","deltai","NA","2.00","0.06","NA","NA","NA",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"323","323","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + herbivory regulation  + proportion forest500m ","1065.6","AIC","deltai","NA","0","0.23","NA","NA","NA",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0
"324","324","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + tillage  + herbivory regulation  + field width  + proportion forest500m ","1065.7","AIC","deltai","NA","0.10","0.23","NA","NA","NA",5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"325","325","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + herbivory regulation  + field width  + proportion forest500m ","1066","AIC","deltai","NA","0.40","0.19","NA","NA","NA",4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"326","326","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + tillage  + herbivory regulation  + proportion forest500m ","1066.6","AIC","deltai","NA","1.00","0.14","NA","NA","NA",4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"327","327","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + aphid regulation  + proportion forest500m ","1066.9","AIC","deltai","NA","1.30","0.12","NA","NA","NA",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"328","328","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Soybean yield","Soy herbivory","Distance from forest  + field orientation  + herbivory regulation  + proportion forest500m ","1067.5","AIC","deltai","NA","1.90","0.09","NA","NA","NA",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"329","329","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field width  + forest diversity ","139.2","AIC","deltai","NA","0","0.21","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0
"330","330","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field orientation  + field width  + forest diversity ","139.3","AIC","deltai","NA","0.10","0.2","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"331","331","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + tillage  + field width  + forest diversity ","139.9","AIC","deltai","NA","0.70","0.15","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"332","332","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest + field orientation  + field width  + forest diversity  + proportion forest2000m ","140.4","AIC","deltai","NA","1.20","0.11","NA","NA","NA",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0
"333","333","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field width  + forest diversity  + landscape complexity2000m ","140.9","AIC","deltai","NA","1.70","0.09","NA","NA","NA",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"334","334","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field orientation  + tillage  + field width  + forest diversity ","141","AIC","deltai","NA","1.80","0.08","NA","NA","NA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"335","335","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field orientation  + field width  + forest diversity  + landscape complexity2000m ","141","AIC","deltai","NA","1.80","0.08","NA","NA","NA",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"336","336","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Spider abundance","SBA predator abundance","Distance from forest  + field width ","141.1","AIC","deltai","NA","2.00","0.08","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"337","337","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Arthropod morphospecies richness","Arthropod richness","Distance from forest  + field width ","187.6","AIC","deltai","NA","0","0.45","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0
"338","338","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Arthropod morphospecies richness","Arthropod richness","Distance from forest  + field width  + proportion forest3000m ","188","AIC","deltai","NA","0.40","0.37","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"339","339","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","Arthropod morphospecies richness","Arthropod richness","Distance from forest  + tillage + field width 
","189.4","AIC","deltai","NA","1.80","0.18","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"340","340","Gonzal2020","TS4","GLMMs","2015, 2016","Predator richness","SBA predator richness","Null","131.4","AIC","deltai","NA","0.00","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"341","341","Gonzal2020","TS4","GLMMs","2015, 2016","Predator richness","SBA predator richness","Forest cover (1.5 km)","131.8","AIC","deltai","NA","0.40","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"342","342","Gonzal2020","TS4","GLMMs","2015, 2016","Predator richness","SBA predator richness","Forest proximity","132.1","AIC","deltai","NA","0.60","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"343","343","Gonzal2020","TS4","GLMMs","2015, 2016","Predator richness","SBA predator richness","Forest cover + forest proximity","132.7","AIC","deltai","NA","1.30","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
"344","344","Gonzal2020","TS4","GLMMs","2015, 2016","Predator richness","SBA predator richness","Forest cover * forest proximity","136.1","AIC","deltai","NA","4.70","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"345","345","Gonzal2020","TS4","GLMMs","2015, 2016","Predator abundance","SBA predator abundance","Forest proximity","258.3","AIC","deltai","NA","0.00","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"346","346","Gonzal2020","TS4","GLMMs","2015, 2016","Predator abundance","SBA predator abundance","Forest cover + forest proximity","261.4","AIC","deltai","NA","3.10","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"347","347","Gonzal2020","TS4","GLMMs","2015, 2016","Predator abundance","SBA predator abundance","Forest cover * forest proximity","263.9","AIC","deltai","NA","5.70","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"348","348","Gonzal2020","TS4","GLMMs","2015, 2016","Predator abundance","SBA predator abundance","Null","270.2","AIC","deltai","NA","11.90","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"349","349","Gonzal2020","TS4","GLMMs","2015, 2016","Predator abundance","SBA predator abundance","Forest cover (1.5 km)","273.1","AIC","deltai","NA","14.80","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"350","350","Gonzal2020","TS4","GLMMs","2015, 2016","Parasitoid richness","SBA predator richness","Null","84.6","AIC","deltai","NA","0.00","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"351","351","Gonzal2020","TS4","GLMMs","2015, 2016","Parasitoid richness","SBA predator richness","Forest proximity","86.6","AIC","deltai","NA","2.00","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"352","352","Gonzal2020","TS4","GLMMs","2015, 2016","Parasitoid richness","SBA predator richness","Forest cover (1.5 km)","86.8","AIC","deltai","NA","2.20","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"353","353","Gonzal2020","TS4","GLMMs","2015, 2016","Parasitoid richness","SBA predator richness","Forest cover + forest proximity","89.1","AIC","deltai","NA","4.50","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"354","354","Gonzal2020","TS4","GLMMs","2015, 2016","Parasitoid richness","SBA predator richness","Forest cover * forest proximity","92.4","AIC","deltai","NA","7.80","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"355","355","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug parasitoid abundance","Soy herbivory","Forest cover (1.5 km) ","210.5","AIC","deltai","NA","0.00","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"356","356","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug parasitoid abundance","Soy herbivory","Null","213","AIC","deltai","NA","2.60","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"357","357","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug parasitoid abundance","Soy herbivory","Forest cover + forest proximity","213.6","AIC","deltai","NA","3.10","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"358","358","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug parasitoid abundance","Soy herbivory","Forest proximity","215.8","AIC","deltai","NA","5.30","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"359","359","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug parasitoid abundance","Soy herbivory","Forest cover * forest proximity","217.2","AIC","deltai","NA","6.70","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"360","360","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar parasitoid abundance","Soy herbivory","Forest cover (0.5 km)","242.1","AIC","deltai","NA","0.00","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"361","361","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar parasitoid abundance","Soy herbivory","Forest cover + forest proximity","244.1","AIC","deltai","NA","2.00","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"362","362","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar parasitoid abundance","Soy herbivory","Null","245.1","AIC","deltai","NA","3.00","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"363","363","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar parasitoid abundance","Soy herbivory","Forest cover * forest proximity","245.9","AIC","deltai","NA","3.80","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"364","364","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar parasitoid abundance","Soy herbivory","Forest proximity","246.7","AIC","deltai","NA","4.60","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"365","365","Gonzal2020","TS4","GLMMs","2015, 2016","Herbivore richness","Soy herbivory","Null","4077.2","AIC","deltai","NA","0.00","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"366","366","Gonzal2020","TS4","GLMMs","2015, 2016","Herbivore richness","Soy herbivory","Forest proximity","4078.4","AIC","deltai","NA","1.20","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"367","367","Gonzal2020","TS4","GLMMs","2015, 2016","Herbivore richness","Soy herbivory","Forest cover (1.5 km)","4078.9","AIC","deltai","NA","1.70","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"368","368","Gonzal2020","TS4","GLMMs","2015, 2016","Herbivore richness","Soy herbivory","Forest cover + forest proximity","4080.1","AIC","deltai","NA","2.90","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"369","369","Gonzal2020","TS4","GLMMs","2015, 2016","Herbivore richness","Soy herbivory","Forest cover * forest proximity","4081.5","AIC","deltai","NA","4.30","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"370","370","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug abundance","Soy herbivory","Forest cover (1 km) + forest proximity","2608.3","AIC","deltai","NA","0.00","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
"371","371","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug abundance","Soy herbivory","Forest cover","2608.7","AIC","deltai","NA","0.40","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"372","372","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug abundance","Soy herbivory","Forest cover * forest proximity","2608.9","AIC","deltai","NA","0.60","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
"373","373","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug abundance","Soy herbivory","Forest proximity","2611.2","AIC","deltai","NA","2.90","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"374","374","Gonzal2020","TS4","GLMMs","2015, 2016","Stink bug abundance","Soy herbivory","Null","2611.6","AIC","deltai","NA","3.30","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"375","375","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar abundance","Soy herbivory","Forest proximity","4301.6","AIC","deltai","NA","0.00","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"376","376","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar abundance","Soy herbivory","Forest cover + forest proximity","4302.2","AIC","deltai","NA","0.60","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"377","377","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar abundance","Soy herbivory","Forest cover * forest proximity","4302.5","AIC","deltai","NA","0.90","NA","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"378","378","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar abundance","Soy herbivory","Null","4303.4","AIC","deltai","NA","1.80","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"379","379","Gonzal2020","TS4","GLMMs","2015, 2016","Caterpillar abundance","Soy herbivory","Forest cover (1.5 km)","4304","AIC","deltai","NA","2.40","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"380","380","Gonzal2020","TS4","GLMMs","2015, 2016","Soybean herbivory ","Soy herbivory","Forest cover (1.5 km) + Forest proximity","-78.5","AIC","deltai","NA","0.00","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
